岗位,地点,薪资,工作经验,学历,公司名称,技能,工作福利,工作类型,融资情况,公司规模
天猫运营专员,深圳·福田区·八卦岭,6-8K,1-3年,大专,傲硕科技,"['数据分析', '淘宝天猫运营', '网店店长']",节日福利，全勤奖,电子商务,未融资,20-99人
数据分析师,深圳·福田区·梅林,15-20K,3-5年,本科,货拉拉科技,"['Tableau', 'BI', 'SQL', 'Python', 'Hive', 'Excel']",交通补助，年终奖，零食下午茶，节日福利，五险一金，带薪年假，员工旅游,互联网,D轮及以上,10000人以上
数据产品经理,深圳·福田区·香蜜湖,25-50K,5-10年,本科,荣耀终端有限公司,"['数据产品', '产品运营', '数据分析']",免费班车，五险一金，带薪年假，通讯补贴，股票期权，定期体检，节日福利，年终奖，加班补助，零食下午茶，补充医疗保险,消费电子,不需要融资,10000人以上
高级数据产品经理（Base福州）,深圳·福田区·竹子林,30-50K,3-5年,本科,朴朴科技,"['数据分析', '大数据产品', 'B端产品', '平台产品']",餐补，年终奖，带薪年假，股票期权，节日福利，团建经费，健康体检，五险一金,互联网,C轮,500-999人
图数据产品专家,深圳·福田区·岗厦,15-25K,3-5年,硕士,网联安瑞,"['数据分析', '数据开发', '数据架构师', '数据结构', '大数据']",五险一金，交通补助，餐补，补充医疗保险，带薪年假，节日福利，通讯补贴，定期体检,计算机软件,未融资,100-499人
数据分析师,深圳·福田区·梅林,5-10K,经验不限,硕士,货拉拉科技,"['Python', 'SQL']",带薪年假，员工旅游，五险一金，交通补助，零食下午茶，节日福利，年终奖,互联网,D轮及以上,10000人以上
数据产品经理,深圳·福田区·华强南,20-30K,3-5年,本科,地上铁,"['数据分析', '产品设计', '市场调研', 'Axure', 'Visio']",补充医疗保险，年终奖，零食下午茶，餐补，定期体检，全勤奖，五险一金，员工旅游，节日福利，带薪年假，通讯补贴,新能源,D轮及以上,1000-9999人
BI数据产品经理（Base福州）,深圳·福田区·竹子林,30-50K,3-5年,本科,朴朴科技,"['数据分析', 'SQL', 'MySQL', '大数据产品']",节日福利，年终奖，带薪年假，团建经费，健康体检，餐补，股票期权，五险一金,互联网,C轮,500-999人
数据分析师,深圳·福田区·梅林,15-25K,1-3年,本科,货拉拉科技,"['SQL', 'Python', 'Tableau', '数学/统计相关专业']",员工旅游，零食下午茶，节日福利，年终奖，交通补助，五险一金，带薪年假,互联网,D轮及以上,10000人以上
大数据产品经理,深圳·福田区·梅林,25-50K,3-5年,本科,vivo,"['数据分析', '产品设计', '需求分析', '市场调研']",餐补，住房补贴，免费班车，提供住宿，交通补助，全勤奖，五险一金，节日福利，带薪年假，零食下午茶，定期体检，餐补，员工旅游，股票期权，通讯补贴,移动互联网,不需要融资,10000人以上
资深数据分析师,深圳·福田区·梅林,20-40K,5-10年,本科,货拉拉科技,"['SQL', 'Excel', 'Tableau', 'Hive']",年终奖，五险一金，交通补助，零食下午茶，员工旅游，带薪年假，节日福利,互联网,D轮及以上,10000人以上
大数据产品/图数据,深圳·福田区·岗厦,15-30K,1-3年,硕士,网联安瑞,"['数据分析', '数据仓库', '数据挖掘', '数据开发']",五险一金，餐补，通讯补贴，补充医疗保险，带薪年假，节日福利，定期体检，交通补助,计算机软件,未融资,100-499人
数据产品经理【外包岗位】,深圳·福田区·梅林,15-30K,1-3年,本科,vivo,"['产品设计', '用户研究', '数据分析', '用户增长', 'SQL']",五险一金，餐补，餐补，带薪年假，提供住宿，零食下午茶，交通补助，节日福利，住房补贴，免费班车，全勤奖，定期体检，员工旅游，通讯补贴，股票期权,移动互联网,不需要融资,10000人以上
产品经理（大数据）base 福州,深圳·福田区·竹子林,30-50K,3-5年,本科,朴朴科技,"['数据产品', '策略产品', '用户研究', '数据分析']",节日福利，餐补，五险一金，带薪年假，团建经费，股票期权，年终奖，健康体检,互联网,C轮,500-999人
高级/资深数据分析师,深圳·福田区·梅林,15-27K,3-5年,本科,货拉拉科技,"['SQL', 'Hive', 'Hadoop', 'Python', 'Tableau', 'BI']",交通补助，五险一金，带薪年假，员工旅游，年终奖，零食下午茶，节日福利,互联网,D轮及以上,10000人以上
高级数据分析师,深圳·福田区·梅林,15-30K,3-5年,本科,货拉拉科技,"['SQL', 'Excel', 'Tableau']",员工旅游，年终奖，带薪年假，交通补助，零食下午茶，节日福利，五险一金,互联网,D轮及以上,10000人以上
数据产品经理,深圳·福田区·梅林,30-60K,5-10年,本科,vivo,"['数据分析', '数据挖掘']",餐补，全勤奖，节日福利，定期体检，五险一金，餐补，股票期权，提供住宿，交通补助，住房补贴，免费班车，零食下午茶，带薪年假，通讯补贴，员工旅游,移动互联网,不需要融资,10000人以上
数据产品经理,深圳·福田区·竹子林,20-40K,3-5年,本科,沃尔玛(中国),"['产品设计', '大数据产品', 'B端产品', 'TO B', 'MySQL']",五险一金，年终奖，餐补，带薪年假，节日福利，补充医疗保险，免费班车，定期体检,生活服务,未融资,100-499人
数据产品经理（外包）,深圳·福田区·梅林,15-30K,1-3年,本科,vivo,"['用户研究', '数据分析', '用户增长', 'SQL', '数据治理']",带薪年假，节日福利，交通补助，零食下午茶，股票期权，通讯补贴，免费班车，员工旅游，住房补贴，提供住宿，定期体检，五险一金，全勤奖，餐补，餐补,移动互联网,不需要融资,10000人以上
资深/专家数据分析师（经营分析方向）,深圳·福田区·梅林,30-60K,5-10年,本科,货拉拉科技,"['SQL', 'Excel', '商业分析', '经营分析']",交通补助，带薪年假，节日福利，零食下午茶，年终奖，五险一金，员工旅游,互联网,D轮及以上,10000人以上
大数据开发工程师,深圳·福田区·梅林,18-35K,3-5年,本科,vivo,"['ETL', 'Hive', '数据分析']",五险一金，交通补助，餐补，定期体检，全勤奖，节日福利，带薪年假，股票期权，零食下午茶，员工旅游，住房补贴，免费班车，餐补，提供住宿，通讯补贴,移动互联网,不需要融资,10000人以上
数据分析师,深圳·龙华区·民治,15-25K,3-5年,本科,小黑探,"['Excel', 'Tableau', '数据分析', 'tableau/ p', 'saas']",全勤奖，零食下午茶，五险一金，年终奖，带薪年假，股票期权，通讯补贴，节日福利，员工旅游，调薪，定期体检,电子商务,A轮,100-499人
数据分析师,深圳·龙华区·大浪,20-40K,在校/应届,本科,瑞宇投资,"['SAS', 'SPSS', '数据分析', '消费金融', '大数据']",带薪年假，员工旅游，年终奖，全勤奖，五险一金，住房补贴,投资/融资,不需要融资,20-99人
数据分析师,深圳·龙华区·万众城,10-11K,1-3年,学历不限,鸿运电子商务有限公司,"['数据分析', '商业分析', '数据采集', '数据仓库', '数据开发']",零食下午茶，交通补助，购买社保，年终奖，全勤奖，通讯补贴,电子商务,未融资,20-99人
数据分析师,深圳·龙华区·坂田,8-15K,经验不限,硕士,db智慧医疗,"['数据分析', '数据库', '数据挖掘']",,医疗健康,天使轮,20-99人
高级数据分析师（跨境电商）,深圳·龙华区·龙华,20-35K,3-5年,本科,腾辉,"['Excel', 'Power BI', 'R', '跨境电商', '数据分析']",节日福利，全勤奖，零食下午茶，免费晚餐，年终奖，入职社保，员工旅游，提供住宿,电子商务,未融资,500-999人
数据分析师,深圳·龙华区·观澜,15-25K,经验不限,本科,联星服装辅料有限公司,['Python'],,服装/纺织/皮革,未融资,1000-9999人
数据分析师,深圳·龙华区·深圳北站,15-30K,3-5年,本科,杰美特集团,"['Python', 'SPSS', 'Excel']",交通补助，定期体检，带薪年假，节日福利，五险一金，员工旅游,通信/网络设备,已上市,1000-9999人
数据分析师,深圳·龙华区·深圳北站,15-25K,3-5年,硕士,蘑菇物联,"['Python', 'Excel']",通讯补贴，定期体检，节日福利，带薪年假，股票期权，补充医疗保险，出差餐补，年终奖，五险一金，员工旅游，零食下午茶,计算机软件,B轮,100-499人
亚马逊产品开发,深圳·龙华区·龙华,6-11K,1-3年,大专,精视野科技,"['市场调研', '数据分析', '英语', '电商产品', 'TO C']",五险一金，餐补，补充医疗保险，节日福利，年终奖，员工旅游,电子商务,未融资,0-20人
产品经理,深圳·龙华区·观澜,10-15K,1-3年,高中,米典科技,"['数据产品', '市场调研', '需求分析', '数据分析']",节日福利，年终奖，员工旅游，带薪年假，五险一金，全勤奖，包住宿,电子商务,未融资,20-99人
产品开发经理,深圳·龙华区·龙华,12-18K,1-3年,大专,花生未来,"['市场调研', '项目管理', '数据分析']",零食下午茶，交通补助，定期体检，五险一金，员工旅游，全勤奖，带薪年假，年终奖，节日福利,智能硬件,天使轮,0-20人
产品开发专员（亚马逊+精品+双休）,深圳·龙华区·龙华,8-13K,1-3年,学历不限,星麒祥,"['市场调研', '数据分析', '产品规划', '数据产品']",节日福利，零食下午茶，定期体检，入职五险,电子商务,不需要融资,100-499人
急招Amazon亚马逊运营/清湖地铁站,深圳·龙华区·龙华,15-30K,1-3年,本科,万向电子,"['亚马逊运营', '英语可作为工作语言', 'Amazon']",五险一金，通讯补贴，员工旅游，餐补，带薪年假，股票期权，零食下午茶，年终奖，节日福利,贸易/进出口,不需要融资,20-99人
天猫运营,深圳·龙华区·龙华,6-10K,1-3年,大专,深圳喜励科技有限公司,"['店铺推广', '电商平台', 'B2C国内电商', '数据分析']",年终奖，五险一金，节日福利，员工旅游，股票期权，加班补助，带薪年假,电子商务,未融资,100-499人
电商产品开发助理/采购专员,深圳·龙华区·龙华,5-6K,经验不限,高中,博瑞源,"['市场调研', '产品开发助理', '电商采购', '亚马逊开发']",零食下午茶，全勤奖，节日福利，社保福利，员工旅游,电子商务,未融资,20-99人
亚马逊产品经理/开发精品,深圳·龙华区·民治,15-30K,1-3年,大专,深圳天名科技有限公司,"['市场调研', '用户研究', '数据分析', '数据产品']",全勤奖，年终奖，定期体检，补充医疗保险，股票期权，员工旅游，五险一金，零食下午茶，交通补助，节日福利，带薪年假,电子商务,天使轮,20-99人
亚马逊测评员,深圳·龙华区·龙华,7-8K,1-3年,大专,深圳市万帮科技,"['活动策划', '运营专员', '渠道推广', '社交平台']",员工旅游，年终奖，带薪年假，五险一金，节日福利,电子商务,不需要融资,0-20人
产品开发（铺货）,深圳·龙华区·龙华,6-10K,1-3年,大专,碳宝贝,"['英语', '市场调研', '用户研究', '产品运营', '数据分析']",节日福利，年度表彰，加班补助，餐补，零食下午茶，全勤奖，带薪年假，年终奖，交通补助,电子商务,不需要融资,100-499人
亚马逊运营AMAZON,深圳·龙华区·龙华,8-13K,1-3年,大专,深圳鑫立瑞,"['亚马逊运营', '跨境电商运营', '英语', '数据分析']",带薪年假，员工旅游，年终奖,贸易/进出口,未融资,0-20人
产品开发专员,深圳·龙华区·民治,6-9K,1年以内,高中,雅齐诺,['数据分析'],零食下午茶，通讯补贴，年终奖，住房补贴，节日福利，股票期权,汽车零部件,不需要融资,20-99人
亚马逊运营,深圳·龙华区·民治,6-10K,1-3年,本科,欣辉家居,"['亚马逊运营', '英语', '数据分析', '店铺推广', 'Amazon']",带薪年假，全勤奖，交通补助，年终奖，加班补助，股票期权，五险一金，节日福利，零食下午茶，员工旅游,批发/零售,不需要融资,0-20人
亚马逊运营助理,深圳·龙华区·民治,5-10K,经验不限,大专,奕进科技,"['跨境电商运营', '亚马逊运营', 'B2C跨境电商', '运营专员']",五险一金,贸易/进出口,不需要融资,0-20人
亚马逊产品开发/民治地铁旁/,深圳·龙华区·民治,9-14K,3-5年,大专,超级版图,"['数据产品', '市场调研', '数据分析', '电子商务', '跨境电商']",带薪年假，员工旅游，五险一金，股票期权，年终奖，零食下午茶,贸易/进出口,天使轮,20-99人
商品专员,深圳·龙华区·龙华,5-10K,1-3年,中专/中技,美汇服饰,['数据分析'],年终奖，全勤奖，带薪年假，节日福利，员工旅游，生日福利，五险一金，零食下午茶,服装/纺织/皮革,不需要融资,100-499人
产品经理,深圳·龙华区·民治,12-18K,1-3年,大专,链改科技,"['策略产品', '数据分析']",定期体检，员工旅游，节日福利，年终奖，零食下午茶，五险一金,互联网,不需要融资,20-99人
产品开发,深圳·龙华区·龙华,6-11K,1-3年,本科,泰视朗科技,"['英语', '数据产品', '市场调研', '用户研究', '数据分析']",带薪年假，员工旅游，全勤奖，节日福利，住房补贴,电子/半导体/集成电路,不需要融资,20-99人
